"location","context","source","target"
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.105","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.0eb51155c97b","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","Overall, stakeholder feedback provided strong support for the identified priority themes, the approach to AI competence, the proficiency levels, and the JRC’s plans for publication. There was also strong support for the new learning outcomes – with 90% of stakeholders agreeing that they added value.","Over het geheel genomen bood de stakeholderfeedback sterke steun voor de geïdentificeerde prioritaire thema's, de aanpak van AI-competentie, de vaardigheidsniveaus en de publicatieplannen van het JRC. Er was ook veel steun voor de nieuwe leerresultaten – waarbij 90% van de stakeholders aangaf dat deze toegevoegde waarde hebben."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.7a95385f3457","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","Priority themes: Stakeholders expressed strong support for the five priority themes. Some other themes consistently emerged: (Below-) Basic skills, ethics, inclusion, and the action-oriented (as opposed to passive) wording. These other themes were further considered Phase 4.","Prioritaire thema's: Stakeholders spraken sterke steun uit voor de vijf prioritaire thema's. Enkele andere thema's kwamen consistent naar voren: (Onder-) basisvaardigheden, ethiek, inclusie en de actiegerichte (in tegenstelling tot passieve) formulering. Deze andere thema's werden in Fase 4 verder in overweging genomen."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.3ecff9664cb3","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","AI competence in DigComp 3.0: The integrated, transversal approach to AI competence was, in general, strongly supported. However, a minority suggested that AI competence should be considered as a separate area. Given the importance of maintaining continuity between DigComp 2.2 and DigComp 3.0, having a separate ‘module’ on AI competence was not seen as a practical option. Stakeholders suggested that the presentation and illustration of AI in DigComp","AI-competentie in DigComp 3.0: De geïntegreerde, transversale aanpak van AI-competentie werd over het algemeen sterk ondersteund. Een minderheid stelde echter voor om AI-competentie als een afzonderlijk gebied te beschouwen. Gezien het belang van continuïteit tussen DigComp 2.2 en DigComp 3.0 werd een apart 'module' voor AI-competentie niet als een praktische optie gezien. Stakeholders suggereerden dat de presentatie en illustratie van AI in DigComp"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.0e1b1de75709","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","3.0 needed to be refined. This issue was considered in detail in Phase 4.","3.0 verfijnd moest worden. Dit punt werd in detail behandeld in Fase 4."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.7e1e876a8b88","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","Proficiency levels: Overall support for the proposed new proficiency levels was high. However, the proposed change in focus from 8 to 4 levels caused difficulties for stakeholders who currently use the 8-level approach. Additionally, some stakeholders used a 6-level interpretation of the proficiency levels. A proposal for a backwards mapping of DigComp 3.0 to the eight levels in previous iterations of the framework was established by the JRC in response to stakeholder feedback and considered in Phase 4.","Vaardigheidsniveaus: De algehele steun voor de voorgestelde nieuwe vaardigheidsniveaus was hoog. Echter, de voorgestelde wijziging van 8 naar 4 niveaus veroorzaakte problemen voor stakeholders die momenteel de 8-niveaubenadering gebruiken. Bovendien hanteerden sommige stakeholders een interpretatie met 6 niveaus. Als reactie op de stakeholderfeedback heeft het JRC een voorstel opgesteld voor een 'backwards mapping' van DigComp 3.0 naar de acht niveaus uit eerdere versies van het raamwerk; dit werd in Fase 4 behandeld."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.8969ec592fb6","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","Supports for implementation: A large majority of stakeholders considered the following supports for implementation as very useful or essential: A PDF version of the framework; a Glossary of terms and definitions; a machine-readable supplement of the tabular content; updates to the DigComp webspace (currently managed by the JRC); framework accessibility; and guidance documentation.","Ondersteuning bij implementatie: Een grote meerderheid van de stakeholders beschouwde de volgende hulpmiddelen voor implementatie als zeer nuttig of essentieel: een pdf-versie van het raamwerk; een verklarende woordenlijst van termen en definities; een machineleesbaar supplement van de tabelinhoud; updates aan de DigComp-webomgeving (momenteel beheerd door het JRC); toegankelijkheid van het raamwerk; en handleidingen."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.b8aa707ac01f","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","There was low interest in a hardcopy version of the framework. Discussions at the validation workshop (Phase 4) reinforced these views.","Er was weinig belangstelling voor een papieren versie van het raamwerk. Discussies tijdens de validatieworkshop (Fase 4) bevestigden dit beeld."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.d321c91e1ac0","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","Tailoring and adapting and maintaining relevance: External stakeholders’ commentary frequently touched on the need to tailor and adapt the framework. For example, there were requests for child-friendly and educator versions of the framework. While it would not be feasible for the JRC to make multiple versions of DigComp 3.0 tailored to specific groups, the availability of the framework in","Toespitsen, aanpassen en relevantie behouden: Het commentaar van externe stakeholders ging vaak over de noodzaak om het raamwerk toe te spitsen en aan te passen. Er waren bijvoorbeeld verzoeken voor kindvriendelijke versies en versies voor docenten. Hoewel het voor het JRC niet haalbaar is om meerdere versies van DigComp 3.0 te maken die op specifieke groepen zijn toegesneden, maakt de beschikbaarheid van het raamwerk in"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.96b0f7a7a66e","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","multiple formats enables its tailoring and adaptation to a wide variety of purposes.","verschillende formaten het mogelijk om dit toe te spitsen en aan te passen voor een breed scala aan doeleinden."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation.paragraph.9e0d737460a3","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation|paragraph","Phase 4 ran from May – September 2025. The main activity of Phase 4 consisted of a face-to-face validation workshop in Seville, Spain on June 17 (afternoon) and June 18 (all day). The objectives of the workshop were to achieve broad consensus on the draft DigComp 3.0 framework, and to identify final steps that were needed prior to its publication.","Fase 4 liep van mei tot september 2025. De hoofdactiviteit van Fase 4 bestond uit een fysieke validatieworkshop in Sevilla, Spanje, op 17 juni (middag) en 18 juni (hele dag). De doelen van de workshop waren het bereiken van brede consensus over het concept DigComp 3.0-raamwerk en het identificeren van de laatste stappen die nodig waren voor de publicatie ervan."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation.paragraph.ec5de3865baa","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation|paragraph","AIMS, FORMAT AND PARTICIPANTS","DOELEN, OPZET EN DEELNEMERS"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation.paragraph.6b9eec55d42e","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation|paragraph","The workshop was attended by 34 external participants from 18 countries (17 EU countries and the USA) from a range of sectors (policymaking, employer representatives, adult learning and VET, compulsory education, and academia/ research); and 12 internal (European Commission) participants, from the JRC, DG EMPL, DG CNECT and SG REFORM. Similar to the experts involved in Phase 1, the participants in the validation workshop were identified to represent geographic and stakeholder diversity, as well as a balance across genders and European, national and regional perspectives. The participants included both experts who had participated in Phase 2 as well as individuals who had not been part of the process and who were less familiar with DigComp.","De workshop werd bijgewoond door 34 externe deelnemers uit 18 landen (17 EU-landen en de VS) uit verschillende sectoren (beleidsvorming, werkgeversvertegenwoordigers, volwasseneneducatie en mbo, leerplichtonderwijs en de academische/onderzoekswereld); en 12 interne deelnemers (Europese Commissie) van het JRC, DG EMPL, DG CNECT en SG REFORM. Vergelijkbaar met de experts betrokken bij Fase 1, werden de deelnemers aan de validatieworkshop geselecteerd op geografische en stakeholder-diversiteit, evenals een balans in gender en Europese, nationale en regionale perspectieven. Onder de deelnemers bevonden zich zowel experts die hadden deelgenomen aan Fase 2 als personen die geen deel uitmaakten van het eerdere proces en minder bekend waren met DigComp."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation.paragraph.ad3b34a68de5","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation|paragraph","On the afternoon of June 17, participants were presented with an overview of the proposals for the DigComp 3.0 update and a description of the how stakeholder feedback had been incorporated.","Op de middag van 17 juni kregen de deelnemers een overzicht van de voorstellen voor de DigComp 3.0-update en een beschrijving van hoe de feedback van stakeholders was verwerkt."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation.paragraph.689ec52cbab7","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation|paragraph","On June 18, in the morning, the participants split into four working groups and participated in two 90-minute discussions as follows:","Op 18 juni in de ochtend verdeelden de deelnemers zich in vier werkgroepen en namen ze deel aan twee discussies van 90 minuten als volgt:"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation.paragraph.af90c5d24e56","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation|paragraph","Session 1: Participants discussed the proficiency levels; validated the proposed updates to the competence areas and competences; and reviewed the proposed learning outcomes for four of the 21 competences (1.2, 2.3, 3.4 and 4.3). These four competences selected on the basis of being quite complex or significantly updated compared with DigComp 2.2.","Sessie 1: Deelnemers bespraken de vaardigheidsniveaus; valideerden de voorgestelde updates voor de competentiegebieden en competenties; en beoordeelden de voorgestelde leerresultaten voor vier van de 21 competenties (1.2, 2.3, 3.4 en 4.3). Deze vier competenties waren geselecteerd omdat ze vrij complex zijn of aanzienlijk zijn bijgewerkt ten opzichte van DigComp 2.2."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation.paragraph.83d8ad2488de","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation|paragraph","Session 2: Participants discussed the proposed approach to the integration of AI and identified priorities for making the framework clear and usable. Regarding the integration of AI, this included a discussion of the proposal for distinguishing between AI-explicit [AI-E] and AI-implicit [AI-I] competence statements and learning outcomes, and the gathering of suggestions from participants on ways in which to make the published framework clear and easy to use, given the complexities introduced by the changes and the addition of the learning outcomes.","Sessie 2: Deelnemers bespraken de voorgestelde aanpak voor de integratie van AI en identificeerden prioriteiten om het raamwerk helder en bruikbaar te maken. Met betrekking tot de integratie van AI omvatte dit een discussie over het voorstel om onderscheid te maken tussen AI-expliciete [AI-E] en AI-impliciete [AI-I] competentiebeschrijvingen en leerresultaten, evenals het verzamelen van suggesties van deelnemers over manieren om het gepubliceerde raamwerk duidelijk en gebruiksvriendelijk te maken, gezien de complexiteit door de wijzigingen en de toevoeging van de leerresultaten."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation.paragraph.a5850687b980","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_4:_framework_validation|paragraph","In the afternoon of June 18, working groups reported in plenary on the discussions. Representatives from the Policy Directorates and the DigComp expert pool also provided comments in plenary.","Op de middag van 18 juni brachten de werkgroepen plenair verslag uit over de discussies. Vertegenwoordigers van de beleidsdirecties en de DigComp-expertpool gaven eveneens plenair commentaar."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.post-validation_activities.paragraph.ffc095d9248f","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.post-validation_activities|paragraph","A week after the validation workshop, the JRC team met with the DigComp expert pool to discuss observations from the DigComp 3.0 validation workshop and to agree on priorities for finalising the framework. Feedback and observations were provided by the DigComp expert pool following guidance provided by the JRC, and synthesised by the expert pool Chair. In the feedback, experts were positive about the diversity of perspectives brought by the participants and praised the level of engagement and quality and depth of discussion. Specific suggestions were systematically categorised by the main themes of competence areas and competences; proficiency levels; learning outcomes; integration of AI competence; and communication/dissemination aspects. Under each theme, specific actions to address the feedback were identified and implemented during the finalisation of DigComp 3.0.","Een week na de validatieworkshop kwam het JRC-team bijeen met de DigComp-expertpool om de observaties van de DigComp 3.0-validatieworkshop te bespreken en prioriteiten af te spreken voor de afronding van het raamwerk. Feedback en observaties werden door de DigComp-expertpool verstrekt volgens de richtlijnen van het JRC en samengevat door de voorzitter van de expertpool. In hun feedback waren de experts positief over de diversiteit aan perspectieven van de deelnemers en prezen ze de mate van betrokkenheid en de kwaliteit en diepgang van de discussies. Specifieke suggesties werden systematisch gecategoriseerd volgens de hoofdthema's: competentiegebieden en competenties; vaardigheidsniveaus; leerresultaten; integratie van AI-competentie; en communicatie-/verspreidingsaspecten. Onder elk thema werden specifieke acties ter behandeling van de feedback geïdentificeerd en uitgevoerd tijdens de afronding van DigComp 3.0."
"doc.contact_the_eu.paragraph.0ececabe9737","contact_the_eu|paragraph","Getting in touch with the EU","Contact opnemen met de EU"
"doc.contact_the_eu.paragraph.8bd1bc8f616e","contact_the_eu|paragraph","In person","In persoon"
"doc.contact_the_eu.paragraph.d7e508423cf8","contact_the_eu|paragraph","All over the European Union there are hundreds of Europe Direct centres. You can find the address of the centre nearest you online (european-union.europa.eu/contact-eu/meet- us_en).","Over de hele Europese Unie zijn er honderden Europe Direct-centra. U kunt het adres van het centrum bij u in de buurt online vinden (european-union.europa.eu/contact-eu/meet-us_nl)."
"doc.contact_the_eu.paragraph.a9f6187cb8c4","contact_the_eu|paragraph","On the phone or in writing","Telefonisch of schriftelijk"
"doc.contact_the_eu.paragraph.da40decd649c","contact_the_eu|paragraph","Europe Direct is a service that answers your questions about the European Union. You can contact this service:","Europe Direct is een dienst die uw vragen over de Europese Unie beantwoordt. U kunt contact opnemen met deze dienst:"
"doc.contact_the_eu.paragraph.67c3d5b4dd59","contact_the_eu|paragraph","by freephone: 00 800 6 7 8 9 10 11 (certain operators may charge for these calls),","via het gratis nummer: 00 800 6 7 8 9 10 11 (sommige operatoren kunnen kosten in rekening brengen voor deze gesprekken),"
"doc.contact_the_eu.paragraph.692016dab69c","contact_the_eu|paragraph","at the following standard number: +32 22999696,","op het volgende standaardnummer: +32 22999696,"
"doc.contact_the_eu.paragraph.c4964c2e0ad4","contact_the_eu|paragraph","via the following form: european-union.europa.eu/contact-eu/write-us_en.","via het volgende formulier: european-union.europa.eu/contact-eu/write-us_nl."
"doc.contact_the_eu.paragraph.e878293dd295","contact_the_eu|paragraph","Finding information about the EU","Informatie over de EU vinden"
"doc.contact_the_eu.paragraph.0da0ca882f80","contact_the_eu|paragraph","Online","Online"
"doc.contact_the_eu.paragraph.01fdb23c99e8","contact_the_eu|paragraph","Information about the European Union in all the official languages of the EU is available on the Europa website (european-union.europa.eu).","Informatie over de Europese Unie in alle officiële talen van de EU is beschikbaar op de Europa-website (european-union.europa.eu)."
"doc.contact_the_eu.paragraph.6780df307ead","contact_the_eu|paragraph","EU publications","EU-publicaties"
"doc.contact_the_eu.paragraph.588aa49907b1","contact_the_eu|paragraph","You can view or order EU publications at op.europa.eu/en/publications. Multiple copies of free publications can be obtained by contacting Europe Direct or your local documentation centre (european-union.europa.eu/contact-eu/meet-us_en).","U kunt EU-publicaties bekijken of bestellen op op.europa.eu/en/publications. Meerdere exemplaren van gratis publicaties kunnen worden verkregen door contact op te nemen met Europe Direct of uw lokale documentatiecentrum (european-union.europa.eu/contact-eu/meet-us_nl)."
"doc.contact_the_eu.paragraph.ff95c43406fe","contact_the_eu|paragraph","EU law and related documents","EU-wetgeving en gerelateerde documenten"
"doc.contact_the_eu.paragraph.ca448fe66d7e","contact_the_eu|paragraph","For access to legal information from the EU, including all EU law since 1951 in all the official language versions, go to EUR-Lex (eur-lex.europa.eu).","Voor toegang tot juridische informatie van de EU, inclusief alle EU-wetgeving sinds 1951 in alle officiële taalversies, gaat u naar EUR-Lex (eur-lex.europa.eu)."
"doc.contact_the_eu.paragraph.bf2412940093","contact_the_eu|paragraph","EU open data","Open data van de EU"
"doc.contact_the_eu.paragraph.ef426fa41bb8","contact_the_eu|paragraph","The portal data.europa.eu provides access to open datasets from the EU institutions, bodies and agencies. These can be downloaded and reused for free, for both commercial and non-commercial purposes. The portal also provides access to a wealth of datasets from European countries.","Het portaal data.europa.eu biedt toegang tot open datasets van de instellingen, organen en agentschappen van de EU. Deze kunnen gratis worden gedownload en hergebruikt, zowel voor commerciële als niet-commerciële doeleinden. Het portaal biedt ook toegang tot een rijkdom aan datasets uit Europese landen."
